school,conference,athletics_domain,platform,url_2026,url_2025,url_2024,url_2023,url_2022,notes
Wilkes University,Landmark,gowilkesu.com,sidearm,https://gowilkesu.com/sports/baseball/stats/2026,https://gowilkesu.com/sports/baseball/stats/2025,https://gowilkesu.com/sports/baseball/stats/2024,https://gowilkesu.com/sports/baseball/stats/2023,https://gowilkesu.com/sports/baseball/stats/2022,domain DNS-verified; pattern unconfirmed best guess
Albright College,MAC Commonwealth,albrightathletics.com,sidearm,https://albrightathletics.com/sports/baseball/stats/2026,https://albrightathletics.com/sports/baseball/stats/2025,https://albrightathletics.com/sports/baseball/stats/2024,https://albrightathletics.com/sports/baseball/stats/2023,https://albrightathletics.com/sports/baseball/stats/2022,domain DNS-verified; pattern unconfirmed best guess
Alvernia University,MAC Commonwealth,athletics.alvernia.edu,sidearm,https://athletics.alvernia.edu/sports/baseball/stats/2026,https://athletics.alvernia.edu/sports/baseball/stats/2025,https://athletics.alvernia.edu/sports/baseball/stats/2024,https://athletics.alvernia.edu/sports/baseball/stats/2023,https://athletics.alvernia.edu/sports/baseball/stats/2022,domain DNS-verified; pattern unconfirmed best guess
Eastern University,MAC Commonwealth,goeasterneagles.com,sidearm,https://goeasterneagles.com/sports/baseball/stats/2026,https://goeasterneagles.com/sports/baseball/stats/2025,https://goeasterneagles.com/sports/baseball/stats/2024,https://goeasterneagles.com/sports/baseball/stats/2023,https://goeasterneagles.com/sports/baseball/stats/2022,domain DNS-verified; pattern unconfirmed best guess
Hood College,MAC Commonwealth,hoodathletics.com,sidearm,https://hoodathletics.com/sports/baseball/stats/2026,https://hoodathletics.com/sports/baseball/stats/2025,https://hoodathletics.com/sports/baseball/stats/2024,https://hoodathletics.com/sports/baseball/stats/2023,https://hoodathletics.com/sports/baseball/stats/2022,domain DNS-verified; pattern unconfirmed best guess
Messiah University,MAC Commonwealth,gomessiah.com,sidearm,https://gomessiah.com/sports/baseball/stats/2026,https://gomessiah.com/sports/baseball/stats/2025,https://gomessiah.com/sports/baseball/stats/2024,https://gomessiah.com/sports/baseball/stats/2023,https://gomessiah.com/sports/baseball/stats/2022,domain DNS-verified; pattern unconfirmed best guess
Stevenson University,MAC Commonwealth,gomustangsports.com,sidearm,https://gomustangsports.com/sports/baseball/stats/2026,https://gomustangsports.com/sports/baseball/stats/2025,https://gomustangsports.com/sports/baseball/stats/2024,https://gomustangsports.com/sports/baseball/stats/2023,https://gomustangsports.com/sports/baseball/stats/2022,domain DNS-verified; pattern unconfirmed best guess
Widener University,MAC Commonwealth,widenerpride.com,sidearm,https://widenerpride.com/sports/baseball/stats/2026,https://widenerpride.com/sports/baseball/stats/2025,https://widenerpride.com/sports/baseball/stats/2024,https://widenerpride.com/sports/baseball/stats/2023,https://widenerpride.com/sports/baseball/stats/2022,domain DNS-verified; pattern unconfirmed best guess
York College of Pennsylvania,MAC Commonwealth,ycpspartans.com,sidearm,https://ycpspartans.com/sports/baseball/stats/2026,https://ycpspartans.com/sports/baseball/stats/2025,https://ycpspartans.com/sports/baseball/stats/2024,https://ycpspartans.com/sports/baseball/stats/2023,https://ycpspartans.com/sports/baseball/stats/2022,domain DNS-verified; pattern unconfirmed best guess
Alfred State College,AMCC,alfredstateathletics.com,sidearm,https://alfredstateathletics.com/sports/baseball/stats/2026,https://alfredstateathletics.com/sports/baseball/stats/2025,https://alfredstateathletics.com/sports/baseball/stats/2024,https://alfredstateathletics.com/sports/baseball/stats/2023,https://alfredstateathletics.com/sports/baseball/stats/2022,confirmed via search
Hilbert College,AMCC,hilberthawks.com,sidearm,https://hilberthawks.com/sports/baseball/stats/2026,https://hilberthawks.com/sports/baseball/stats/2025,https://hilberthawks.com/sports/baseball/stats/2024,https://hilberthawks.com/sports/baseball/stats/2023,https://hilberthawks.com/sports/baseball/stats/2022,confirmed via search; AMCC presto mirror also exists
La Roche University,AMCC,larochesports.com,presto,https://www.larochesports.com/sports/bsb/2025-26/teams/laroche,https://www.larochesports.com/sports/bsb/2024-25/teams/laroche,https://www.larochesports.com/sports/bsb/2023-24/teams/laroche,https://www.larochesports.com/sports/bsb/2022-23/teams/laroche,https://www.larochesports.com/sports/bsb/2021-22/teams/laroche,confirmed via search; also mirrored at amccsports.org
Mount Aloysius College,AMCC,mountieathletics.com,sidearm,https://mountieathletics.com/sports/baseball/stats/2026,https://mountieathletics.com/sports/baseball/stats/2025,https://mountieathletics.com/sports/baseball/stats/2024,https://mountieathletics.com/sports/baseball/stats/2023,https://mountieathletics.com/sports/baseball/stats/2022,confirmed via search
Penn State Altoona,AMCC,psaltoonalions.com,presto,https://www.psaltoonalions.com/sports/bsb/2025-26/teams/pennstaltoona,https://www.amccsports.org/sports/bsb/2024-25/teams/pennstaltoona?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.amccsports.org/sports/bsb/2023-24/teams/pennstaltoona?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.amccsports.org/sports/bsb/2022-23/teams/pennstaltoona?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.amccsports.org/sports/bsb/2021-22/teams/pennstaltoona?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,confirmed via search
Penn State Behrend,AMCC,psblions.com,presto,https://www.amccsports.org/sports/bsb/2025-26/teams/pennstbehrend?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.amccsports.org/sports/bsb/2024-25/teams/pennstbehrend?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.amccsports.org/sports/bsb/2023-24/teams/pennstbehrend?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.amccsports.org/sports/bsb/2022-23/teams/pennstbehrend?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.amccsports.org/sports/bsb/2021-22/teams/pennstbehrend?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,confirmed via search
Pitt-Bradford,AMCC,athletics.pittbradford.org,presto,https://athletics.pittbradford.org/sports/bsb/2025-26/teams/pittbradford,https://athletics.pittbradford.org/sports/bsb/2024-25/teams/pittbradford,https://athletics.pittbradford.org/sports/bsb/2023-24/teams/pittbradford,https://athletics.pittbradford.org/sports/bsb/2022-23/teams/pittbradford,https://athletics.pittbradford.org/sports/bsb/2021-22/teams/pittbradford,confirmed via search; also mirrored at amccsports.org
Pitt-Greensburg,AMCC,pittgreensburgathletics.com,sidearm,https://pittgreensburgathletics.com/sports/baseball/stats/2026,https://pittgreensburgathletics.com/sports/baseball/stats/2025,https://pittgreensburgathletics.com/sports/baseball/stats/2024,https://pittgreensburgathletics.com/sports/baseball/stats/2023,https://pittgreensburgathletics.com/sports/baseball/stats/2022,confirmed via search (all years seen)
Averett University,ODAC,averettcougars.com,sidearm,https://averettcougars.com/sports/baseball/stats/2026,https://averettcougars.com/sports/baseball/stats/2025,https://averettcougars.com/sports/baseball/stats/2024,https://averettcougars.com/sports/baseball/stats/2023,https://averettcougars.com/sports/baseball/stats/2022,confirmed via search
Bridgewater College,ODAC,bridgewatereagles.com,sidearm,https://bridgewatereagles.com/sports/baseball/stats/2026,https://bridgewatereagles.com/sports/baseball/stats/2025,https://bridgewatereagles.com/sports/baseball/stats/2024,https://bridgewatereagles.com/sports/baseball/stats/2023,https://bridgewatereagles.com/sports/baseball/stats/2022,confirmed via search
Eastern Mennonite University,ODAC,emuroyals.com,sidearm,https://emuroyals.com/sports/baseball/stats/2026,https://emuroyals.com/sports/baseball/stats/2025,https://emuroyals.com/sports/baseball/stats/2024,https://emuroyals.com/sports/baseball/stats/2023,https://emuroyals.com/sports/baseball/stats/2022,confirmed via search
Guilford College,ODAC,guilfordquakers.com,sidearm,https://guilfordquakers.com/sports/baseball/stats/2026,https://guilfordquakers.com/sports/baseball/stats/2025,https://guilfordquakers.com/sports/baseball/stats/2024,https://guilfordquakers.com/sports/baseball/stats/2023,https://guilfordquakers.com/sports/baseball/stats/2022,confirmed via search
Hampden-Sydney College,ODAC,hscathletics.com,sidearm,https://hscathletics.com/sports/baseball/stats/2026,https://hscathletics.com/sports/baseball/stats/2025,https://hscathletics.com/sports/baseball/stats/2024,https://hscathletics.com/sports/baseball/stats/2023,https://hscathletics.com/sports/baseball/stats/2022,domain known; pattern unverified (search budget hit)
University of Lynchburg,ODAC,lynchburgsports.com,sidearm,https://lynchburgsports.com/sports/baseball/stats/2026,https://lynchburgsports.com/sports/baseball/stats/2025,https://lynchburgsports.com/sports/baseball/stats/2024,https://lynchburgsports.com/sports/baseball/stats/2023,https://lynchburgsports.com/sports/baseball/stats/2022,domain known; pattern unverified (search budget hit)
Randolph College,ODAC,randolphathletics.com,sidearm,https://randolphathletics.com/sports/baseball/stats/2026,https://randolphathletics.com/sports/baseball/stats/2025,https://randolphathletics.com/sports/baseball/stats/2024,https://randolphathletics.com/sports/baseball/stats/2023,https://randolphathletics.com/sports/baseball/stats/2022,best guess; domain unverified
Randolph-Macon College,ODAC,rmcathletics.com,sidearm,https://rmcathletics.com/sports/baseball/stats/2026,https://rmcathletics.com/sports/baseball/stats/2025,https://rmcathletics.com/sports/baseball/stats/2024,https://rmcathletics.com/sports/baseball/stats/2023,https://rmcathletics.com/sports/baseball/stats/2022,domain known; pattern unverified (search budget hit)
Roanoke College,ODAC,roanokemaroons.com,sidearm,https://roanokemaroons.com/sports/baseball/stats/2026,https://roanokemaroons.com/sports/baseball/stats/2025,https://roanokemaroons.com/sports/baseball/stats/2024,https://roanokemaroons.com/sports/baseball/stats/2023,https://roanokemaroons.com/sports/baseball/stats/2022,domain known; pattern unverified (search budget hit)
Shenandoah University,ODAC,suhornets.com,sidearm,https://suhornets.com/sports/baseball/stats/2026,https://suhornets.com/sports/baseball/stats/2025,https://suhornets.com/sports/baseball/stats/2024,https://suhornets.com/sports/baseball/stats/2023,https://suhornets.com/sports/baseball/stats/2022,domain known; pattern unverified (search budget hit)
Virginia Wesleyan University,ODAC,vwuathletics.com,sidearm,https://vwuathletics.com/sports/baseball/stats/2026,https://vwuathletics.com/sports/baseball/stats/2025,https://vwuathletics.com/sports/baseball/stats/2024,https://vwuathletics.com/sports/baseball/stats/2023,https://vwuathletics.com/sports/baseball/stats/2022,best guess; domain unverified
Washington and Lee University,ODAC,generalssports.com,sidearm,https://generalssports.com/sports/baseball/stats/2026,https://generalssports.com/sports/baseball/stats/2025,https://generalssports.com/sports/baseball/stats/2024,https://generalssports.com/sports/baseball/stats/2023,https://generalssports.com/sports/baseball/stats/2022,domain known; pattern unverified (search budget hit)
Brevard College,USA South,brevardtornados.com,sidearm,https://bctornados.com/sports/baseball/stats/2026,https://bctornados.com/sports/baseball/stats/2025,https://bctornados.com/sports/baseball/stats/2024,https://bctornados.com/sports/baseball/stats/2023,https://bctornados.com/sports/baseball/stats/2022,domain known; pattern unverified (search budget hit)
Greensboro College,USA South,gcpride.com,sidearm,https://greensborocollegesports.com/sports/baseball/stats/2026,https://greensborocollegesports.com/sports/baseball/stats/2025,https://greensborocollegesports.com/sports/baseball/stats/2024,https://greensborocollegesports.com/sports/baseball/stats/2023,https://greensborocollegesports.com/sports/baseball/stats/2022,best guess; domain unverified
Mary Baldwin University,USA South,mbufightingsquirrels.com,sidearm,https://marybaldwinathletics.com/sports/baseball/stats/2026,,,,,"first baseball season 2026; no prior seasons; domain best guess, unverified"
Methodist University,USA South,gomumonarchs.com,sidearm,https://mumonarchs.com/sports/baseball/stats/2026,https://mumonarchs.com/sports/baseball/stats/2025,https://mumonarchs.com/sports/baseball/stats/2024,https://mumonarchs.com/sports/baseball/stats/2023,https://mumonarchs.com/sports/baseball/stats/2022,best guess; domain unverified
North Carolina Wesleyan University,USA South,ncwcbishops.com,sidearm,https://ncwsports.com/sports/baseball/stats/2026,https://ncwsports.com/sports/baseball/stats/2025,https://ncwsports.com/sports/baseball/stats/2024,https://ncwsports.com/sports/baseball/stats/2023,https://ncwsports.com/sports/baseball/stats/2022,best guess; domain unverified (school renamed to University 2023)
Pfeiffer University,USA South,gopfeifferfalcons.com,sidearm,https://gofalconsports.com/sports/baseball/stats/2026,https://gofalconsports.com/sports/baseball/stats/2025,https://gofalconsports.com/sports/baseball/stats/2024,https://gofalconsports.com/sports/baseball/stats/2023,https://gofalconsports.com/sports/baseball/stats/2022,best guess; domain unverified (may be athletics.pfeiffer.edu)
Southern Virginia University,USA South,knights.svu.edu,sidearm,https://knightathletics.com/sports/baseball/stats/2026,https://knightathletics.com/sports/baseball/stats/2025,https://knightathletics.com/sports/baseball/stats/2024,https://knightathletics.com/sports/baseball/stats/2023,https://knightathletics.com/sports/baseball/stats/2022,domain known; pattern unverified (search budget hit)
William Peace University,USA South,pacersports.com,sidearm,https://pacersports.com/sports/baseball/stats/2026,https://pacersports.com/sports/baseball/stats/2025,https://pacersports.com/sports/baseball/stats/2024,https://pacersports.com/sports/baseball/stats/2023,https://pacersports.com/sports/baseball/stats/2022,best guess; domain unverified
Baldwin Wallace University,OAC,bwyellowjackets.com,sidearm,https://bwyellowjackets.com/sports/baseball/stats/2026,https://bwyellowjackets.com/sports/baseball/stats/2025,https://bwyellowjackets.com/sports/baseball/stats/2024,https://bwyellowjackets.com/sports/baseball/stats/2023,https://bwyellowjackets.com/sports/baseball/stats/2022,verified via search
Capital University,OAC,athletics.capital.edu,sidearm,https://athletics.capital.edu/sports/baseball/stats/2026,https://athletics.capital.edu/sports/baseball/stats/2025,https://athletics.capital.edu/sports/baseball/stats/2024,https://athletics.capital.edu/sports/baseball/stats/2023,https://athletics.capital.edu/sports/baseball/stats/2022,verified via search
Heidelberg University,OAC,bergathletics.com,sidearm,https://bergathletics.com/sports/baseball/stats/2026,https://bergathletics.com/sports/baseball/stats/2025,https://bergathletics.com/sports/baseball/stats/2024,https://bergathletics.com/sports/baseball/stats/2023,https://bergathletics.com/sports/baseball/stats/2022,verified via search
Marietta College,OAC,pioneers.marietta.edu,sidearm,https://pioneers.marietta.edu/sports/baseball/stats/2026,https://pioneers.marietta.edu/sports/baseball/stats/2025,https://pioneers.marietta.edu/sports/baseball/stats/2024,https://pioneers.marietta.edu/sports/baseball/stats/2023,https://pioneers.marietta.edu/sports/baseball/stats/2022,verified via search
University of Mount Union,OAC,athletics.mountunion.edu,sidearm,https://athletics.mountunion.edu/sports/baseball/stats/2026,https://athletics.mountunion.edu/sports/baseball/stats/2025,https://athletics.mountunion.edu/sports/baseball/stats/2024,https://athletics.mountunion.edu/sports/baseball/stats/2023,https://athletics.mountunion.edu/sports/baseball/stats/2022,verified via search
Muskingum University,OAC,fightingmuskies.com,presto,https://www.fightingmuskies.com/sports/bsb/2025-26/teams/muskingum?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.fightingmuskies.com/sports/bsb/2024-25/teams/muskingum?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.fightingmuskies.com/sports/bsb/2023-24/teams/muskingum?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.fightingmuskies.com/sports/bsb/2022-23/teams/muskingum?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.fightingmuskies.com/sports/bsb/2021-22/teams/muskingum?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,verified via search; presto slug muskingum
Ohio Northern University,OAC,onusports.com,presto,https://www.onusports.com/sports/bsb/2025-26/teams/ohionorthern?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.onusports.com/sports/bsb/2024-25/teams/ohionorthern?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.onusports.com/sports/bsb/2023-24/teams/ohionorthern?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.onusports.com/sports/bsb/2022-23/teams/ohionorthern?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.onusports.com/sports/bsb/2021-22/teams/ohionorthern?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,verified via search; presto slug ohionorthern
Otterbein University,OAC,otterbeincardinals.com,sidearm,https://otterbeincardinals.com/sports/baseball/stats/2026,https://otterbeincardinals.com/sports/baseball/stats/2025,https://otterbeincardinals.com/sports/baseball/stats/2024,https://otterbeincardinals.com/sports/baseball/stats/2023,https://otterbeincardinals.com/sports/baseball/stats/2022,verified via box score URLs
Wilmington College,OAC,wilmingtonquakers.com,sidearm,https://wilmingtonquakers.com/sports/baseball/stats/2026,https://wilmingtonquakers.com/sports/baseball/stats/2025,https://wilmingtonquakers.com/sports/baseball/stats/2024,https://wilmingtonquakers.com/sports/baseball/stats/2023,https://wilmingtonquakers.com/sports/baseball/stats/2022,verified via search
Denison University,NCAC,denisonbigred.com,sidearm,https://denisonbigred.com/sports/baseball/stats/2026,https://denisonbigred.com/sports/baseball/stats/2025,https://denisonbigred.com/sports/baseball/stats/2024,https://denisonbigred.com/sports/baseball/stats/2023,https://denisonbigred.com/sports/baseball/stats/2022,best guess; search budget hit before verification
DePauw University,NCAC,depauwtigers.com,sidearm,https://depauwtigers.com/sports/baseball/stats/2026,https://depauwtigers.com/sports/baseball/stats/2025,https://depauwtigers.com/sports/baseball/stats/2024,https://depauwtigers.com/sports/baseball/stats/2023,https://depauwtigers.com/sports/baseball/stats/2022,best guess; search budget hit before verification
John Carroll University,NCAC,jcusports.com,sidearm,https://jcusports.com/sports/baseball/stats/2026,https://jcusports.com/sports/baseball/stats/2025,https://jcusports.com/sports/baseball/stats/2024,https://jcusports.com/sports/baseball/stats/2023,https://jcusports.com/sports/baseball/stats/2022,verified via box score URLs
Kenyon College,NCAC,athletics.kenyon.edu,sidearm,https://athletics.kenyon.edu/sports/baseball/stats/2026,https://athletics.kenyon.edu/sports/baseball/stats/2025,https://athletics.kenyon.edu/sports/baseball/stats/2024,https://athletics.kenyon.edu/sports/baseball/stats/2023,https://athletics.kenyon.edu/sports/baseball/stats/2022,verified via box score URLs
Oberlin College,NCAC,goyeo.com,sidearm,https://goyeo.com/sports/baseball/stats/2026,https://goyeo.com/sports/baseball/stats/2025,https://goyeo.com/sports/baseball/stats/2024,https://goyeo.com/sports/baseball/stats/2023,https://goyeo.com/sports/baseball/stats/2022,best guess; search budget hit before verification
Ohio Wesleyan University,NCAC,battlingbishops.com,sidearm,https://battlingbishops.com/sports/baseball/stats/2026,https://battlingbishops.com/sports/baseball/stats/2025,https://battlingbishops.com/sports/baseball/stats/2024,https://battlingbishops.com/sports/baseball/stats/2023,https://battlingbishops.com/sports/baseball/stats/2022,best guess; search budget hit before verification
Wabash College,NCAC,sports.wabash.edu,sidearm,https://sports.wabash.edu/sports/baseball/stats/2026,https://sports.wabash.edu/sports/baseball/stats/2025,https://sports.wabash.edu/sports/baseball/stats/2024,https://sports.wabash.edu/sports/baseball/stats/2023,https://sports.wabash.edu/sports/baseball/stats/2022,verified via box score URLs
Wittenberg University,NCAC,wittenbergtigers.com,presto,https://wittenbergtigers.com/sports/baseball/stats/2026,https://wittenbergtigers.com/sports/bsb/2024-25/teams/wittenberg?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://wittenbergtigers.com/sports/bsb/2023-24/teams/wittenberg?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://wittenbergtigers.com/sports/baseball/stats/2023,https://wittenbergtigers.com/sports/bsb/2021-22/teams/wittenberg?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,best guess; search budget hit before verification
College of Wooster,NCAC,woosterathletics.com,sidearm,https://woosterathletics.com/sports/baseball/stats/2026,https://woosterathletics.com/sports/baseball/stats/2025,https://woosterathletics.com/sports/baseball/stats/2024,https://woosterathletics.com/sports/baseball/stats/2023,https://woosterathletics.com/sports/baseball/stats/2022,best guess; domain unverified (may be fightingscots.wooster.edu)
Anderson University (IN),HCAC,athletics.anderson.edu,presto,https://athletics.anderson.edu/sports/bsb/2025-26/teams/andersonind?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://athletics.anderson.edu/sports/bsb/2024-25/teams/andersonind?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://athletics.anderson.edu/sports/baseball/stats/2024,https://athletics.anderson.edu/sports/bsb/2022-23/teams/andersonind?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://athletics.anderson.edu/sports/baseball/stats/2022,best guess; search budget hit before verification
Bluffton University,HCAC,blufftonbeavers.com,presto,https://blufftonbeavers.com/sports/baseball/stats/2026,https://blufftonbeavers.com/sports/bsb/2024-25/teams/bluffton?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://blufftonbeavers.com/sports/bsb/2023-24/teams/bluffton?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://blufftonbeavers.com/sports/bsb/2022-23/teams/bluffton?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://blufftonbeavers.com/sports/baseball/stats/2022,best guess; platform unverified (may be presto)
Defiance College,HCAC,defianceathletics.com,presto,https://defianceathletics.com/sports/bsb/2025-26/teams/defiancecollegeoh?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://defianceathletics.com/sports/bsb/2024-25/teams/defiancecollegeoh?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://defianceathletics.com/sports/bsb/2023-24/teams/defiancecollegeoh?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://defianceathletics.com/sports/bsb/2022-23/teams/defiancecollegeoh?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://defianceathletics.com/sports/bsb/2021-22/teams/defiancecollegeoh?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,best guess; domain and platform unverified
Earlham College,HCAC,goearlham.com,sidearm,https://goearlham.com/sports/baseball/stats/2026,https://goearlham.com/sports/baseball/stats/2025,https://goearlham.com/sports/baseball/stats/2024,https://goearlham.com/sports/baseball/stats/2023,https://goearlham.com/sports/baseball/stats/2022,best guess; search budget hit before verification
Franklin College,HCAC,franklingrizzlies.com,sidearm,https://franklingrizzlies.com/sports/baseball/stats/2026,https://franklingrizzlies.com/sports/baseball/stats/2025,https://franklingrizzlies.com/sports/baseball/stats/2024,https://franklingrizzlies.com/sports/baseball/stats/2023,https://franklingrizzlies.com/sports/baseball/stats/2022,best guess; search budget hit before verification
Hanover College,HCAC,athletics.hanover.edu,sidearm,https://athletics.hanover.edu/sports/baseball/stats/2026,https://athletics.hanover.edu/sports/baseball/stats/2025,https://athletics.hanover.edu/sports/baseball/stats/2024,https://athletics.hanover.edu/sports/baseball/stats/2023,https://athletics.hanover.edu/sports/baseball/stats/2022,best guess; search budget hit before verification
Manchester University,HCAC,muspartans.com,sidearm,https://muspartans.com/sports/baseball/stats/2026,https://muspartans.com/sports/baseball/stats/2025,https://muspartans.com/sports/baseball/stats/2024,https://muspartans.com/sports/baseball/stats/2023,https://muspartans.com/sports/baseball/stats/2022,best guess; search budget hit before verification
Mount St. Joseph University,HCAC,msjlions.com,sidearm,https://msjlions.com/sports/baseball/stats/2026,https://msjlions.com/sports/baseball/stats/2025,https://msjlions.com/sports/baseball/stats/2024,https://msjlions.com/sports/baseball/stats/2023,https://msjlions.com/sports/baseball/stats/2022,verified via search
Rose-Hulman Institute of Technology,HCAC,athletics.rose-hulman.edu,sidearm,https://athletics.rose-hulman.edu/sports/baseball/stats/2026,https://athletics.rose-hulman.edu/sports/baseball/stats/2025,https://athletics.rose-hulman.edu/sports/baseball/stats/2024,https://athletics.rose-hulman.edu/sports/baseball/stats/2023,https://athletics.rose-hulman.edu/sports/baseball/stats/2022,best guess; search budget hit before verification
Transylvania University,HCAC,transysports.com,sidearm,https://transysports.com/sports/baseball/stats/2026,https://transysports.com/sports/baseball/stats/2025,https://transysports.com/sports/baseball/stats/2024,https://transysports.com/sports/baseball/stats/2023,https://transysports.com/sports/baseball/stats/2022,best guess; search budget hit before verification
Adrian College,MIAA,adrianbulldogs.com,sidearm,https://adrianbulldogs.com/sports/baseball/stats/2026,https://adrianbulldogs.com/sports/baseball/stats/2025,https://adrianbulldogs.com/sports/baseball/stats/2024,https://adrianbulldogs.com/sports/baseball/stats/2023,https://adrianbulldogs.com/sports/baseball/stats/2022,domain and stats pattern confirmed via search
Albion College,MIAA,gobrits.com,sidearm,https://gobrits.com/sports/baseball/stats/2026,https://gobrits.com/sports/baseball/stats/2025,https://gobrits.com/sports/baseball/stats/2024,https://gobrits.com/sports/baseball/stats/2023,https://gobrits.com/sports/baseball/stats/2022,domain and stats pattern confirmed via search
Alma College,MIAA,almascots.com,sidearm,https://almascots.com/sports/baseball/stats/2026,https://almascots.com/sports/baseball/stats/2025,https://almascots.com/sports/baseball/stats/2024,https://almascots.com/sports/baseball/stats/2023,https://almascots.com/sports/baseball/stats/2022,domain and stats pattern confirmed via search
Calvin University,MIAA,calvinknights.com,sidearm,https://calvinknights.com/sports/baseball/stats/2026,https://calvinknights.com/sports/baseball/stats/2025,https://calvinknights.com/sports/baseball/stats/2024,https://calvinknights.com/sports/baseball/stats/2023,https://calvinknights.com/sports/baseball/stats/2022,domain and stats pattern confirmed via search
Hope College,MIAA,athletics.hope.edu,sidearm,https://athletics.hope.edu/sports/baseball/stats/2026,https://athletics.hope.edu/sports/baseball/stats/2025,https://athletics.hope.edu/sports/baseball/stats/2024,https://athletics.hope.edu/sports/baseball/stats/2023,https://athletics.hope.edu/sports/baseball/stats/2022,domain and stats pattern confirmed via search
Kalamazoo College,MIAA,hornets.kzoo.edu,sidearm,https://hornets.kzoo.edu/sports/baseball/stats/2026,https://hornets.kzoo.edu/sports/baseball/stats/2025,https://hornets.kzoo.edu/sports/baseball/stats/2024,https://hornets.kzoo.edu/sports/baseball/stats/2023,https://hornets.kzoo.edu/sports/baseball/stats/2022,sidearm confirmed; older seasons may be under legacy /sports/bsb archive
University of Olivet,MIAA,www.olivetcomets.com,presto,https://www.olivetcomets.com/sports/bsb/2025-26/teams/olivet?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.olivetcomets.com/sports/bsb/2024-25/teams/olivet?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.olivetcomets.com/sports/bsb/2023-24/teams/olivet,https://www.olivetcomets.com/sports/bsb/2022-23/teams/olivet?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.olivetcomets.com/sports/bsb/2021-22/teams/olivet?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,presto pattern and slug confirmed via search
Trine University,MIAA,trinethunder.com,sidearm,https://trinethunder.com/sports/baseball/stats/2026,https://trinethunder.com/sports/baseball/stats/2025,https://trinethunder.com/sports/baseball/stats/2024,https://trinethunder.com/sports/baseball/stats/2023,https://trinethunder.com/sports/baseball/stats/2022,domain and stats pattern confirmed via search
Augustana College (IL),CCIW,athletics.augustana.edu,sidearm,https://athletics.augustana.edu/sports/baseball/stats/2026,https://athletics.augustana.edu/sports/baseball/stats/2025,https://athletics.augustana.edu/sports/baseball/stats/2024,https://athletics.augustana.edu/sports/baseball/stats/2023,https://athletics.augustana.edu/sports/baseball/stats/2022,stats/2025 and stats/2023 confirmed via search
Carroll University (WI),CCIW,gopios.com,sidearm,https://gopios.com/sports/baseball/stats/2026,https://gopios.com/sports/baseball/stats/2025,https://gopios.com/sports/baseball/stats/2024,https://gopios.com/sports/baseball/stats/2023,https://gopios.com/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Carthage College,CCIW,athletics.carthage.edu,sidearm,https://athletics.carthage.edu/sports/baseball/stats/2026,https://athletics.carthage.edu/sports/baseball/stats/2025,https://athletics.carthage.edu/sports/baseball/stats/2024,https://athletics.carthage.edu/sports/baseball/stats/2023,https://athletics.carthage.edu/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
